Date|1 AUD|1 BGN|1 BRL|1 CAD|1 CHF|1 CNY|1 DKK|1 EEK|1 EUR|1 GBP|1 HKD|1 HRK|100 HUF|1000 IDR|100 INR|100 JPY|100 KRW|1 LTL|1 LVL|1 MXN|1 MYR|1 NOK|1 NZD|100 PHP|1 PLN|1 RON|100 RUB|1 SEK|1 SGD|100 THB|1 TRY|1 USD|1 XDR|1 ZAR
04.01.2010|16.558|13.444|10.556|17.586|17.682|2.677|3.534|1.681|26.300|29.508|2.356|3.606|9.746|1.956|39.530|19.678|1.581|7.617|37.079|1.409|5.379|3.196|13.305|39.818|6.409|6.224|60.696|2.580|13.064|55.032|12.282|18.275|28.636|2.490
05.01.2010|16.633|13.410|10.566|17.545|17.653|2.660|3.525|1.676|26.230|29.131|2.342|3.599|9.749|1.949|39.277|19.788|1.598|7.597|36.972|1.419|5.362|3.193|13.382|39.555|6.415|6.255|60.699|2.569|13.022|54.807|12.328|18.164|28.472|2.497
06.01.2010|16.795|13.469|10.591|17.665|17.778|2.688|3.541|1.684|26.345|29.322|2.366|3.612|9.800|1.985|40.043|19.886|1.621|7.630|37.153|1.433|5.428|3.216|13.461|39.987|6.432|6.338|61.459|2.586|13.151|55.348|12.444|18.352|28.696|2.501
07.01.2010|16.893|13.484|10.557|17.833|17.779|2.700|3.544|1.685|26.370|29.317|2.377|3.615|9.754|1.995|40.297|19.750|1.629|7.637|37.177|1.442|5.470|3.216|13.501|40.258|6.398|6.320|61.821|2.582|13.192|55.589|12.444|18.436|28.784|2.489
08.01.2010|16.854|13.455|10.547|17.801|17.765|2.701|3.537|1.682|26.315|29.453|2.377|3.608|9.773|2.001|40.310|19.730|1.631|7.621|37.100|1.446|5.458|3.221|13.448|40.257|6.405|6.317|61.677|2.574|13.179|55.588|12.506|18.436|28.766|2.475
11.01.2010|16.801|13.395|10.467|17.559|17.747|2.642|3.520|1.674|26.195|29.145|2.325|3.584|9.818|1.970|39.824|19.520|1.610|7.586|36.931|1.427|5.405|3.218|13.374|39.614|6.456|6.346|61.461|2.568|12.994|54.575|12.415|18.034|28.368|2.463
12.01.2010|16.758|13.424|10.381|17.543|17.808|2.656|3.530|1.679|26.265|29.267|2.338|3.608|9.797|1.976|39.762|19.830|1.614|7.607|37.029|1.419|5.422|3.210|13.418|39.766|6.430|6.343|61.496|2.570|13.038|54.885|12.434|18.131|28.504|2.425
13.01.2010|16.637|13.378|10.325|17.370|17.694|2.631|3.517|1.672|26.165|29.250|2.317|3.587|9.801|1.958|39.444|19.671|1.596|7.578|36.904|1.409|5.365|3.199|13.325|39.246|6.451|6.353|60.806|2.565|12.947|54.398|12.415|17.965|28.330|2.435
14.01.2010|16.706|13.313|10.174|17.428|17.594|2.633|3.501|1.665|26.045|29.243|2.318|3.570|9.737|1.962|39.403|19.593|1.604|7.543|36.750|1.409|5.383|3.190|13.332|39.317|6.416|6.308|61.024|2.559|12.952|54.668|12.316|17.978|28.289|2.418
15.01.2010|16.676|13.258|10.197|17.577|17.576|2.643|3.485|1.658|25.935|29.435|2.325|3.561|9.721|1.963|39.486|19.835|1.607|7.511|36.606|1.419|5.402|3.185|13.306|39.387|6.420|6.319|61.021|2.557|12.975|54.886|12.410|18.041|28.389|2.433
18.01.2010|16.698|13.236|10.178|17.556|17.554|2.639|3.480|1.655|25.895|29.434|2.321|3.544|9.681|1.953|39.586|19.831|1.602|7.500|36.549|1.420|5.392|3.180|13.312|39.254|6.437|6.307|60.849|2.557|12.967|54.834|12.405|18.016|28.308|2.434
19.01.2010|16.668|13.246|10.199|17.598|17.551|2.657|3.481|1.656|25.905|29.630|2.337|3.553|9.670|1.965|39.617|19.966|1.609|7.502|36.563|1.426|5.432|3.178|13.323|39.544|6.427|6.285|61.129|2.552|13.036|55.159|12.421|18.141|28.450|2.439
20.01.2010|16.741|13.237|10.255|17.527|17.537|2.683|3.479|1.655|25.890|29.785|2.358|3.550|9.623|1.971|39.861|20.122|1.615|7.498|36.542|1.443|5.444|3.183|13.217|39.753|6.435|6.272|61.630|2.559|13.100|55.580|12.485|18.316|28.725|2.441
21.01.2010|16.801|13.284|10.354|17.624|17.646|2.706|3.491|1.660|25.980|29.867|2.378|3.562|9.607|1.989|40.130|20.117|1.624|7.524|36.653|1.453|5.469|3.190|13.261|40.135|6.408|6.294|62.048|2.563|13.173|55.967|12.501|18.472|28.724|2.453
22.01.2010|16.722|13.387|10.209|17.583|17.800|2.713|3.517|1.674|26.185|29.879|2.384|3.590|9.637|1.989|40.002|20.560|1.609|7.584|36.974|1.426|5.452|3.195|13.161|40.162|6.383|6.316|62.069|2.564|13.198|56.085|12.424|18.525|28.916|2.432
25.01.2010|16.635|13.297|10.133|17.355|17.662|2.692|3.494|1.662|26.010|29.645|2.366|3.549|9.595|1.972|39.760|20.356|1.598|7.533|36.724|1.425|5.406|3.170|13.118|39.799|6.399|6.315|61.044|2.548|13.126|55.734|12.358|18.377|28.719|2.421
26.01.2010|16.633|13.344|10.104|17.437|17.725|2.715|3.506|1.668|26.100|29.892|2.384|3.579|9.570|1.976|40.320|20.663|1.593|7.559|36.854|1.435|5.414|3.163|13.094|39.787|6.380|6.322|61.078|2.540|13.200|56.074|12.366|18.531|28.909|2.434
27.01.2010|16.680|13.352|10.045|17.436|17.739|2.718|3.508|1.669|26.115|30.105|2.386|3.571|9.613|1.974|40.077|20.732|1.600|7.563|36.893|1.440|5.422|3.178|13.148|39.772|6.400|6.347|61.263|2.549|13.214|56.178|12.437|18.555|28.968|2.448
28.01.2010|16.890|13.413|10.134|17.697|17.815|2.745|3.524|1.677|26.235|30.446|2.412|3.588|9.672|2.010|40.490|20.758|1.627|7.598|37.039|1.448|5.497|3.207|13.320|40.242|6.447|6.343|61.722|2.572|13.368|56.638|12.559|18.739|29.168|2.471
29.01.2010|16.773|13.409|10.087|17.583|17.889|2.751|3.523|1.676|26.230|30.270|2.418|3.588|9.675|2.009|40.658|20.795|1.617|7.597|37.011|1.442|5.506|3.194|13.262|40.422|6.482|6.389|61.940|2.562|13.378|56.615|12.611|18.782|29.236|2.483
01.02.2010|16.551|13.326|9.973|17.537|17.701|2.745|3.501|1.666|26.065|29.790|2.412|3.563|9.603|1.996|40.397|20.754|1.602|7.549|36.779|1.437|5.486|3.179|13.178|40.198|6.511|6.377|61.688|2.570|13.266|56.446|12.567|18.734|29.022|2.474
02.02.2010|16.442|13.293|10.115|17.604|17.646|2.732|3.492|1.662|26.000|29.754|2.401|3.554|9.621|1.993|40.364|20.600|1.608|7.530|36.687|1.448|5.462|3.193|13.193|40.224|6.513|6.355|61.831|2.568|13.236|56.289|12.548|18.654|28.930|2.500
03.02.2010|16.516|13.306|10.148|17.538|17.658|2.727|3.496|1.663|26.025|29.707|2.397|3.557|9.638|2.003|40.484|20.535|1.626|7.537|36.712|1.445|5.475|3.189|13.242|40.528|6.535|6.347|62.174|2.575|13.213|56.342|12.546|18.613|28.920|2.493
04.02.2010|16.612|13.355|10.138|17.771|17.781|2.763|3.509|1.669|26.120|29.912|2.428|3.568|9.582|2.024|40.778|20.780|1.645|7.565|36.835|1.454|5.514|3.197|13.139|40.849|6.485|6.332|62.646|2.578|13.329|57.011|12.599|18.862|29.141|2.492
05.02.2010|16.545|13.385|10.168|17.811|17.830|2.802|3.516|1.673|26.180|29.981|2.461|3.575|9.559|2.037|40.923|21.372|1.634|7.582|36.941|1.451|5.552|3.185|13.179|41.099|6.405|6.324|62.728|2.556|13.443|57.568|12.596|19.121|29.542|2.479
08.02.2010|16.594|13.375|10.193|17.875|17.847|2.802|3.514|1.672|26.160|29.858|2.462|3.573|9.550|2.036|40.873|21.432|1.632|7.576|36.907|1.452|5.559|3.202|13.138|41.119|6.375|6.324|62.731|2.574|13.448|57.643|12.548|19.130|29.437|2.466
09.02.2010|16.588|13.341|10.211|17.779|17.783|2.778|3.505|1.668|26.095|29.651|2.441|3.564|9.594|2.022|40.647|21.147|1.629|7.558|36.798|1.445|5.524|3.201|13.128|40.892|6.400|6.321|62.482|2.578|13.375|57.163|12.546|18.964|29.207|2.462
10.02.2010|16.628|13.343|10.280|17.795|17.802|2.781|3.506|1.668|26.105|29.667|2.444|3.565|9.614|2.029|40.842|21.207|1.642|7.560|36.814|1.453|5.533|3.218|13.173|40.943|6.416|6.335|62.779|2.601|13.393|57.243|12.552|18.988|29.313|2.463
11.02.2010|16.833|13.297|10.278|17.942|17.732|2.775|3.494|1.662|26.010|29.639|2.440|3.552|9.618|2.023|40.768|21.140|1.641|7.533|36.665|1.450|5.531|3.213|13.248|41.059|6.456|6.337|62.867|2.612|13.422|57.175|12.532|18.959|29.231|2.465
12.02.2010|16.932|13.303|10.295|18.233|17.757|2.805|3.495|1.663|26.020|29.931|2.467|3.553|9.620|2.052|41.224|21.262|1.663|7.536|36.694|1.473|5.604|3.227|13.300|41.478|6.477|6.305|63.327|2.624|13.548|57.723|12.624|19.167|29.378|2.491
15.02.2010|16.993|13.293|10.308|18.240|17.732|2.796|3.493|1.662|26.000|29.963|2.459|3.554|9.579|2.043|41.243|21.236|1.658|7.530|36.700|1.478|5.578|3.228|13.321|41.274|6.473|6.319|63.207|2.632|13.537|57.566|12.613|19.106|29.284|2.479
16.02.2010|17.089|13.303|10.287|18.243|17.731|2.790|3.496|1.663|26.020|29.889|2.453|3.566|9.552|2.048|41.257|21.207|1.656|7.536|36.723|1.478|5.566|3.232|13.401|41.423|6.481|6.326|63.212|2.635|13.550|57.477|12.605|19.065|29.222|2.470
17.02.2010|17.068|13.255|10.317|18.123|17.661|2.765|3.483|1.657|25.925|29.831|2.432|3.552|9.569|2.038|40.975|20.792|1.653|7.508|36.555|1.473|5.574|3.238|13.369|41.064|6.518|6.294|62.948|2.641|13.460|56.978|12.545|18.890|29.097|2.487
18.02.2010|17.013|13.146|10.343|18.134|17.551|2.774|3.455|1.643|25.715|29.541|2.440|3.526|9.477|2.039|40.957|20.857|1.648|7.447|36.272|1.474|5.573|3.189|13.283|41.019|6.428|6.219|62.964|2.626|13.463|57.129|12.460|18.953|29.023|2.483
19.02.2010|16.984|13.170|10.491|18.120|17.567|2.790|3.461|1.646|25.760|29.323|2.453|3.532|9.496|2.040|41.143|20.748|1.643|7.461|36.323|1.480|5.581|3.179|13.230|41.259|6.435|6.236|63.373|2.616|13.467|57.426|12.499|19.051|29.046|2.475
22.02.2010|17.043|13.167|10.511|18.217|17.580|2.769|3.460|1.646|25.755|29.268|2.434|3.535|9.548|2.034|40.894|20.705|1.647|7.459|36.310|1.482|5.556|3.206|13.289|40.965|6.501|6.241|62.857|2.626|13.421|57.028|12.454|18.899|28.933|2.458
23.02.2010|17.117|13.189|10.450|18.202|17.583|2.783|3.465|1.649|25.795|29.313|2.448|3.540|9.561|2.045|41.113|20.942|1.655|7.471|36.367|1.481|5.601|3.216|13.311|41.131|6.497|6.255|63.204|2.635|13.489|57.447|12.373|19.000|29.060|2.471
24.02.2010|17.032|13.225|10.488|18.085|17.672|2.798|3.477|1.654|25.875|29.478|2.460|3.556|9.565|2.053|41.272|21.175|1.662|7.494|36.480|1.482|5.612|3.222|13.202|41.384|6.480|6.271|63.591|2.644|13.548|57.814|12.344|19.099|29.249|2.455
25.02.2010|17.077|13.260|10.513|18.169|17.723|2.817|3.485|1.658|25.935|29.444|2.477|3.567|9.596|2.060|41.488|21.494|1.655|7.511|36.564|1.500|5.645|3.226|13.271|41.537|6.500|6.290|63.883|2.660|13.631|58.076|12.424|19.232|29.412|2.459
26.02.2010|17.035|13.274|10.510|18.085|17.736|2.803|3.489|1.659|25.965|29.073|2.465|3.571|9.620|2.049|41.495|21.466|1.649|7.520|36.614|1.495|5.622|3.227|13.285|41.432|6.541|6.311|63.738|2.670|13.595|57.860|12.350|19.131|29.320|2.471
01.03.2010|17.164|13.257|10.601|18.175|17.707|2.808|3.484|1.657|25.930|28.592|2.469|3.570|9.623|2.070|41.711|21.488|1.658|7.510|36.562|1.503|5.664|3.218|13.335|41.648|6.587|6.304|63.950|2.655|13.626|58.298|12.417|19.168|29.284|2.495
02.03.2010|17.183|13.172|10.633|18.363|17.611|2.786|3.463|1.647|25.770|28.437|2.449|3.545|9.657|2.047|41.409|21.352|1.657|7.463|36.332|1.497|5.626|3.202|13.256|41.265|6.583|6.275|63.607|2.647|13.551|58.098|12.391|19.017|29.072|2.507
03.03.2010|17.043|13.170|10.548|18.275|17.609|2.766|3.461|1.646|25.755|28.437|2.432|3.542|9.677|2.036|41.201|21.256|1.647|7.459|36.310|1.483|5.598|3.189|13.038|40.969|6.605|6.279|63.268|2.630|13.481|57.760|12.270|18.881|28.863|2.505
04.03.2010|17.046|13.202|10.576|18.348|17.646|2.767|3.469|1.650|25.820|28.525|2.433|3.551|9.688|2.039|41.228|21.329|1.650|7.478|36.412|1.487|5.603|3.208|13.025|41.013|6.619|6.315|63.449|2.650|13.510|57.879|12.230|18.889|29.034|2.533
05.03.2010|17.132|13.175|10.642|18.393|17.613|2.780|3.464|1.647|25.775|28.555|2.444|3.551|9.666|2.055|41.617|21.218|1.664|7.465|36.359|1.497|5.641|3.202|13.078|41.242|6.649|6.299|63.614|2.652|13.562|58.157|12.274|18.975|29.047|2.545
08.03.2010|17.080|13.075|10.535|18.243|17.478|2.742|3.437|1.635|25.575|28.344|2.412|3.520|9.630|2.040|41.155|20.708|1.652|7.407|36.105|1.484|5.609|3.184|13.132|40.854|6.611|6.252|62.973|2.642|13.380|57.271|12.242|18.715|28.663|2.540
09.03.2010|17.185|13.124|10.549|18.384|17.551|2.774|3.449|1.641|25.670|28.321|2.440|3.534|9.602|2.059|41.519|21.090|1.669|7.435|36.239|1.492|5.667|3.192|13.206|41.410|6.591|6.261|63.542|2.639|13.519|57.843|12.285|18.935|28.932|2.542
10.03.2010|17.244|13.097|10.605|18.340|17.515|2.758|3.443|1.637|25.620|28.116|2.426|3.526|9.597|2.053|41.478|20.799|1.664|7.420|36.186|1.492|5.668|3.197|13.300|41.257|6.637|6.256|63.591|2.636|13.459|57.644|12.238|18.824|28.775|2.543
11.03.2010|17.134|13.066|10.584|18.223|17.480|2.741|3.435|1.634|25.560|28.129|2.411|3.518|9.581|2.036|41.018|20.641|1.651|7.403|36.099|1.486|5.638|3.190|13.115|40.946|6.552|6.241|63.466|2.628|13.382|57.221|12.194|18.710|28.635|2.518
12.03.2010|17.022|13.046|10.526|18.209|17.478|2.716|3.429|1.631|25.515|28.091|2.389|3.514|9.589|2.025|40.796|20.483|1.643|7.390|36.028|1.478|5.605|3.179|13.030|40.595|6.541|6.235|63.295|2.623|13.303|56.940|12.140|18.535|28.494|2.510
15.03.2010|16.967|13.030|10.550|18.237|17.542|2.724|3.425|1.629|25.485|27.992|2.397|3.508|9.637|2.029|40.785|20.500|1.639|7.381|36.019|1.481|5.600|3.180|13.022|40.693|6.544|6.234|63.277|2.624|13.313|57.118|12.182|18.595|28.510|2.513
16.03.2010|16.994|13.038|10.545|18.285|17.564|2.722|3.427|1.630|25.500|28.112|2.394|3.518|9.660|2.027|40.845|20.525|1.639|7.385|36.032|1.482|5.599|3.182|13.092|40.662|6.560|6.236|63.352|2.622|13.311|57.303|12.176|18.581|28.502|2.516
17.03.2010|17.048|12.986|10.486|18.272|17.504|2.705|3.414|1.623|25.400|28.340|2.379|3.499|9.685|2.027|40.715|20.409|1.636|7.356|35.888|1.479|5.597|3.170|13.210|40.512|6.568|6.224|63.283|2.608|13.252|57.127|12.197|18.463|28.403|2.536
18.03.2010|17.056|12.926|10.406|18.314|17.465|2.711|3.398|1.616|25.285|28.281|2.384|3.484|9.654|2.028|40.709|20.499|1.632|7.323|35.706|1.484|5.600|3.160|13.261|40.522|6.529|6.202|63.264|2.601|13.276|57.304|12.147|18.504|28.466|2.531
19.03.2010|17.221|12.970|10.445|18.562|17.643|2.742|3.409|1.621|25.365|28.367|2.412|3.495|9.652|2.056|41.131|20.644|1.651|7.346|35.831|1.495|5.661|3.183|13.319|41.128|6.537|6.213|63.934|2.621|13.401|57.933|12.205|18.715|28.603|2.562
22.03.2010|17.184|13.016|10.447|18.461|17.744|2.768|3.422|1.628|25.465|28.311|2.435|3.506|9.599|2.072|41.458|20.999|1.664|7.375|35.970|1.491|5.688|3.164|13.250|41.376|6.486|6.223|63.728|2.610|13.454|58.401|12.192|18.899|28.807|2.559
23.03.2010|17.268|13.014|10.569|18.475|17.767|2.758|3.420|1.627|25.450|28.271|2.425|3.505|9.617|2.066|41.329|20.836|1.656|7.371|35.944|1.504|5.672|3.164|13.275|41.293|6.534|6.250|63.816|2.616|13.435|58.239|12.203|18.827|28.698|2.567
24.03.2010|17.313|12.976|10.621|18.590|17.764|2.786|3.410|1.622|25.375|28.364|2.451|3.494|9.611|2.084|41.826|20.692|1.671|7.349|35.845|1.518|5.733|3.161|13.338|41.734|6.526|6.237|64.038|2.618|13.538|58.768|12.310|19.020|28.830|2.576
25.03.2010|17.346|12.965|10.590|18.661|17.760|2.781|3.408|1.621|25.360|28.355|2.446|3.492|9.618|2.080|41.727|20.544|1.662|7.345|35.850|1.516|5.724|3.139|13.476|41.649|6.523|6.242|64.122|2.625|13.517|58.622|12.343|18.988|28.781|2.563
26.03.2010|17.202|12.997|10.449|18.527|17.794|2.789|3.416|1.625|25.420|28.228|2.453|3.501|9.588|2.088|42.130|20.500|1.672|7.362|35.914|1.518|5.758|3.139|13.398|41.826|6.537|6.242|64.322|2.618|13.556|58.733|12.388|19.038|28.820|2.553
29.03.2010|17.266|13.011|10.430|18.510|17.759|2.767|3.420|1.627|25.450|28.295|2.433|3.504|9.570|2.078|42.063|20.397|1.664|7.371|35.946|1.518|5.783|3.154|13.395|41.703|6.539|6.256|63.910|2.603|13.503|58.385|12.328|18.890|28.690|2.550
30.03.2010|17.362|13.008|10.547|18.523|17.771|2.764|3.418|1.626|25.440|28.480|2.430|3.503|9.571|2.076|41.847|20.380|1.670|7.368|35.892|1.520|5.773|3.163|13.442|41.658|6.565|6.247|64.133|2.601|13.485|58.358|12.359|18.869|28.672|2.560
31.03.2010|17.254|13.010|10.575|18.578|17.827|2.764|3.418|1.626|25.445|28.599|2.430|3.503|9.571|2.076|42.029|20.257|1.668|7.369|35.914|1.527|5.784|3.175|13.371|41.754|6.581|6.209|64.085|2.620|13.483|58.329|12.398|18.868|28.647|2.570
01.04.2010|17.287|12.975|10.595|18.627|17.897|2.760|3.410|1.622|25.385|28.684|2.426|3.495|9.587|2.077|42.142|20.094|1.673|7.352|35.809|1.527|5.783|3.165|13.269|41.703|6.600|6.180|64.132|2.609|13.481|58.240|12.381|18.843|28.638|2.589
02.04.2010|17.215|12.967|10.596|18.502|17.704|2.741|3.407|1.621|25.365|28.525|2.409|3.488|9.562|2.062|41.936|19.908|1.661|7.346|35.798|1.518|5.760|3.156|13.229|41.633|6.584|6.185|64.064|2.609|13.390|57.829|12.333|18.708|28.431|2.576
06.04.2010|17.421|12.934|10.687|18.867|17.657|2.766|3.398|1.617|25.295|28.663|2.431|3.479|9.535|2.087|42.472|20.068|1.681|7.326|35.748|1.541|5.877|3.157|13.175|42.037|6.596|6.181|64.415|2.618|13.509|58.320|12.502|18.881|28.601|2.598
07.04.2010|17.514|12.905|10.769|18.888|17.624|2.772|3.391|1.613|25.240|28.721|2.437|3.471|9.481|2.091|42.474|20.187|1.688|7.310|35.700|1.545|5.891|3.169|13.345|42.251|6.573|6.165|64.490|2.609|13.555|58.413|12.594|18.920|28.609|2.604
08.04.2010|17.500|12.880|10.615|18.785|17.588|2.776|3.384|1.610|25.190|28.787|2.441|3.467|9.368|2.091|42.605|20.348|1.687|7.295|35.640|1.537|5.915|3.168|13.297|42.131|6.548|6.116|64.281|2.603|13.570|58.691|12.596|18.944|28.646|2.580
09.04.2010|17.545|12.897|10.623|18.732|17.556|2.762|3.390|1.612|25.230|28.929|2.429|3.474|9.425|2.088|42.556|20.125|1.686|7.307|35.716|1.546|5.908|3.177|13.417|42.057|6.508|6.092|64.350|2.603|13.541|58.455|12.631|18.846|28.582|2.589
12.04.2010|17.182|12.859|10.492|18.379|17.473|2.712|3.379|1.607|25.150|28.491|2.386|3.458|9.493|2.052|41.698|19.805|1.661|7.284|35.598|1.515|5.773|3.142|13.184|41.367|6.508|6.093|63.817|2.583|13.307|57.195|12.459|18.512|28.234|2.558
13.04.2010|17.177|12.865|10.557|18.461|17.511|2.714|3.380|1.608|25.160|28.552|2.387|3.460|9.512|2.052|41.580|19.912|1.648|7.287|35.607|1.519|5.740|3.147|13.201|41.459|6.480|6.079|63.696|2.579|13.300|57.246|12.447|18.522|28.267|2.541
14.04.2010|17.171|12.803|10.546|18.454|17.428|2.694|3.365|1.601|25.045|28.413|2.370|3.450|9.540|2.042|41.634|19.656|1.654|7.253|35.364|1.514|5.747|3.132|13.119|41.318|6.497|6.046|63.419|2.573|13.364|57.011|12.421|18.392|28.063|2.511
15.04.2010|17.285|12.825|10.563|18.529|17.487|2.713|3.370|1.603|25.085|28.593|2.386|3.457|9.527|2.056|41.671|19.877|1.672|7.265|35.421|1.513|5.807|3.155|13.221|41.732|6.501|6.057|63.778|2.584|13.475|57.430|12.518|18.518|28.217|2.512
16.04.2010|17.339|12.874|10.640|18.561|17.561|2.726|3.383|1.609|25.180|28.708|2.397|3.470|9.558|2.065|41.976|20.096|1.676|7.293|35.557|1.527|5.832|3.165|13.266|41.895|6.501|6.076|64.108|2.599|13.560|57.695|12.607|18.604|28.360|2.523
19.04.2010|17.261|12.911|10.644|18.453|17.604|2.756|3.393|1.614|25.255|28.670|2.423|3.480|9.518|2.080|42.049|20.462|1.682|7.314|35.671|1.525|5.845|3.164|13.314|42.150|6.470|6.074|64.325|2.603|13.621|58.246|12.567|18.811|28.599|2.516
20.04.2010|17.476|12.938|10.734|18.512|17.655|2.749|3.400|1.617|25.305|28.879|2.417|3.489|9.553|2.084|42.172|20.199|1.678|7.329|35.772|1.537|5.857|3.184|13.339|42.111|6.514|6.102|64.466|2.624|13.642|58.357|12.611|18.765|28.579|2.525
21.04.2010|17.571|12.928|10.798|18.963|17.643|2.769|3.398|1.616|25.285|29.091|2.435|3.486|9.573|2.097|42.420|20.283|1.707|7.323|35.728|1.548|5.915|3.202|13.437|42.607|6.531|6.112|64.859|2.635|13.766|58.710|12.735|18.905|28.687|2.551
22.04.2010|17.627|12.968|10.822|19.009|17.705|2.785|3.408|1.621|25.365|29.263|2.450|3.494|9.591|2.109|42.721|20.449|1.715|7.346|35.854|1.557|5.943|3.210|13.522|42.875|6.538|6.123|65.162|2.638|13.851|59.037|12.795|19.013|28.817|2.544
23.04.2010|17.561|12.985|10.835|19.039|17.699|2.795|3.413|1.623|25.400|29.282|2.458|3.499|9.607|2.117|42.889|20.296|1.721|7.356|35.891|1.565|5.984|3.225|13.578|43.049|6.543|6.159|65.359|2.648|13.906|59.220|12.850|19.079|28.864|2.554
26.04.2010|17.739|13.000|10.944|19.109|17.728|2.796|3.417|1.625|25.430|29.487|2.458|3.503|9.668|2.119|42.993|20.266|1.729|7.365|35.933|1.572|5.995|3.239|13.808|43.168|6.558|6.176|65.590|2.657|13.954|59.197|12.926|19.087|28.877|2.594
27.04.2010|17.721|13.044|10.963|19.118|17.776|2.812|3.428|1.630|25.510|29.428|2.472|3.518|9.561|2.131|43.188|20.458|1.729|7.388|36.031|1.574|6.022|3.251|13.823|43.227|6.513|6.178|65.768|2.664|14.014|59.519|12.895|19.195|29.034|2.596
28.04.2010|17.820|13.071|10.976|19.081|17.825|2.829|3.436|1.634|25.570|29.374|2.485|3.528|9.476|2.135|43.244|20.536|1.725|7.405|36.118|1.566|6.000|3.246|13.840|43.099|6.506|6.180|65.866|2.657|14.052|59.697|12.868|19.306|29.085|2.585
29.04.2010|17.900|13.065|11.088|19.220|17.809|2.824|3.433|1.633|25.550|29.439|2.482|3.526|9.525|2.137|43.292|20.479|1.729|7.400|36.082|1.571|6.037|3.256|13.932|43.166|6.527|6.176|65.898|2.655|14.077|59.693|12.988|19.274|29.071|2.618
30.04.2010|17.897|13.077|11.148|19.115|17.832|2.815|3.436|1.635|25.575|29.403|2.474|3.525|9.583|2.131|43.301|20.319|1.733|7.407|36.156|1.575|6.032|3.260|14.008|43.165|6.530|6.192|65.843|2.663|14.038|59.368|12.946|19.208|29.026|2.620
03.05.2010|17.882|13.063|11.139|19.034|17.832|2.828|3.433|1.633|25.550|29.435|2.486|3.519|9.530|2.138|43.404|20.448|1.725|7.400|36.136|1.571|6.013|3.258|14.084|43.305|6.526|6.191|65.884|2.659|14.063|59.615|12.932|19.299|29.163|2.610
04.05.2010|17.984|13.145|11.287|19.287|17.944|2.877|3.454|1.643|25.710|29.782|2.530|3.544|9.404|2.176|44.022|20.785|1.761|7.446|36.362|1.589|6.114|3.286|14.250|44.009|6.494|6.208|66.703|2.681|14.272|60.862|13.049|19.640|29.489|2.613
05.05.2010|18.159|13.234|11.313|19.484|18.065|2.933|3.477|1.654|25.880|30.258|2.578|3.568|9.350|2.202|44.547|21.093|1.795|7.495|36.621|1.589|6.197|3.311|14.364|44.478|6.419|6.202|67.184|2.685|14.452|61.912|13.205|20.019|29.901|2.633
06.05.2010|18.480|13.303|11.359|19.799|18.410|2.995|3.496|1.663|26.020|30.861|2.631|3.587|9.312|2.222|45.118|21.798|1.791|7.536|36.793|1.602|6.276|3.342|14.834|45.049|6.359|6.221|67.358|2.679|14.687|63.223|13.298|20.443|30.427|2.677
07.05.2010|18.095|13.273|11.058|19.630|18.361|2.985|3.488|1.659|25.965|29.920|2.619|3.574|9.216|2.217|44.798|22.035|1.763|7.520|36.715|1.577|6.222|3.263|14.531|44.759|6.261|6.201|66.755|2.660|14.609|63.020|13.029|20.374|30.324|2.643
10.05.2010|17.890|13.091|10.750|19.324|17.970|2.892|3.441|1.636|25.605|29.633|2.538|3.524|9.364|2.176|44.021|21.166|1.744|7.416|36.196|1.580|6.169|3.254|14.347|43.923|6.357|6.145|65.669|2.643|14.319|61.153|13.006|19.743|29.566|2.644
11.05.2010|18.018|13.083|11.286|19.637|18.157|2.951|3.438|1.635|25.590|29.766|2.590|3.522|9.268|2.216|44.504|21.789|1.772|7.411|36.195|1.605|6.273|3.264|14.438|44.773|6.318|6.122|66.660|2.650|14.537|62.301|13.108|20.151|29.909|2.661
12.05.2010|17.949|12.979|11.249|19.694|18.055|2.931|3.412|1.623|25.390|29.883|2.572|3.498|9.275|2.203|44.348|21.494|1.749|7.353|35.854|1.610|6.239|3.261|14.385|44.416|6.395|6.083|66.755|2.650|14.503|61.966|13.121|20.012|29.693|2.676
13.05.2010|18.142|12.997|11.430|19.890|18.145|2.958|3.417|1.625|25.420|29.805|2.596|3.504|9.327|2.223|44.811|21.741|1.790|7.362|35.929|1.636|6.335|3.282|14.488|45.081|6.429|6.078|67.382|2.668|14.626|62.442|13.299|20.199|29.887|2.694
14.05.2010|18.168|13.018|11.425|19.842|18.162|2.986|3.423|1.628|25.465|29.710|2.619|3.510|9.215|2.241|45.077|22.033|1.803|7.375|35.990|1.635|6.384|3.295|14.486|45.526|6.385|6.087|67.477|2.660|14.741|62.936|13.298|20.382|30.029|2.707
17.05.2010|18.216|13.067|11.464|19.998|18.241|3.033|3.435|1.634|25.560|29.878|2.655|3.524|9.189|2.268|45.394|22.391|1.795|7.403|36.132|1.634|6.416|3.314|14.514|45.816|6.357|6.097|67.903|2.663|14.890|63.830|13.429|20.706|30.356|2.743
18.05.2010|17.963|13.021|11.451|19.960|18.154|3.001|3.423|1.628|25.465|29.647|2.629|3.510|9.196|2.251|44.943|22.085|1.787|7.375|35.998|1.636|6.378|3.294|14.380|45.310|6.369|6.070|67.714|2.665|14.784|63.373|13.345|20.492|30.108|2.716
